replicate_seed,mean_utility,oracle_regret,mean_quality,normalized_cost,method,K,utility_ci_low,utility_ci_high,recovered_gap_vs_learned,recovered_gap_vs_oracle,selected_model_entropy,rate_log2K,empirical_H_Z,new_model_id,examples_per_label,calibration_query_count,new_model_evaluations,labels_switching_to_new_model
0,0.6241379310344828,0.27241379310344827,0.6241379310344828,0.06290346386651731,active_route_state_calibration,16,0.593103448275862,0.6665086206896551,0.0,-0.18796992481202968,1.397822225981609,4.0,2.9996656655163556,Llama-3.1-8B-Instruct,1,16,16,9
0,0.6758620689655173,0.2206896551724138,0.6758620689655173,0.1447839772021755,direct_retraining_budgeted_logistic_active_budget,,0.63875,0.708706896551724,0.0,0.03759398496240632,1.1404147059471441,0.0,,Llama-3.1-8B-Instruct,1,16,16,
0,0.7310344827586207,0.16551724137931034,0.7310344827586207,0.06504640572269764,random_route_state_calibration,16,0.6990948275862069,0.7674137931034483,0.0,0.2781954887218047,1.8017323027750312,4.0,2.9996656655163556,Llama-3.1-8B-Instruct,2,32,32,3
0,0.7172413793103448,0.1793103448275862,0.7172413793103448,0.06364807270087447,dataset_stratified_calibration,16,0.6801293103448276,0.7527155172413792,0.0,0.21804511278195501,1.9158312683255063,4.0,2.9996656655163556,Llama-3.1-8B-Instruct,2,32,32,2
0,0.7362068965517241,0.16034482758620688,0.7362068965517241,0.06372257623827837,embedding_cluster_calibration,16,0.7016379310344827,0.7752155172413793,0.0,0.30075187969924816,1.7179891503741587,4.0,2.9996656655163556,Llama-3.1-8B-Instruct,2,32,32,1
0,0.7224137931034482,0.17413793103448275,0.7224137931034482,0.06403562085203035,uniform_route_state_calibration,16,0.6870258620689655,0.7587068965517241,0.0,0.24060150375939843,1.9863394483144092,4.0,2.9996656655163556,Llama-3.1-8B-Instruct,2,32,32,2
0,0.7224137931034482,0.17413793103448275,0.7224137931034482,0.06364339603884159,active_route_state_calibration,16,0.6861206896551724,0.757801724137931,0.0,0.24060150375939843,1.9928191932383683,4.0,2.9996656655163556,Llama-3.1-8B-Instruct,2,32,32,2
0,0.6758620689655173,0.2206896551724138,0.6758620689655173,0.1447729872182361,direct_retraining_budgeted_logistic_active_budget,,0.63875,0.708706896551724,0.0,0.03759398496240632,1.1523772520885212,0.0,,Llama-3.1-8B-Instruct,2,32,32,
0,0.7137931034482758,0.18275862068965518,0.7137931034482758,0.056414409138253296,random_route_state_calibration,16,0.6826724137931034,0.7475431034482758,0.0,0.20300751879699258,1.8178199672494237,4.0,2.9996656655163556,Llama-3.1-8B-Instruct,4,64,64,4
0,0.7034482758620689,0.19310344827586207,0.7034482758620689,0.0654013443996183,dataset_stratified_calibration,16,0.6715086206896551,0.7423706896551724,0.0,0.15789473684210528,1.9724733386102866,4.0,2.9996656655163556,Llama-3.1-8B-Instruct,4,64,64,3
